filename,classID,sample_idx,cluster
wd\SDSSJ074438.94+365424.1_15017-59278-0337_4553873306.dat,WDA,0,0
wd\SDSSJ160128.13+284504.3_15274-59304-0345_5188198971.dat,WDA,7,0
wd\SDSSJ085122.29+010714.7_15146-59206-0141_4545140142.dat,WDA,8,0
wd\SDSSJ012352.79+143723.0_15010-59199-0393_4401099219.dat,WDA,9,0
wd\SDSSJ130509.47+573102.1_15198-59269-0347_4351321133.dat,WDA,10,0
wd\SDSSJ174142.16-002154.9_15343-59326-0180_4879042847.dat,WDA,11,0
cb_uvex2\SDSSJ163210.78+385434.8_15309-59350-0426_5191563664.dat,WDA,12,0
wd\SDSSJ180237.76+134514.0_15346-59300-0490_5208937339.dat,WDA,14,0
cb_uvex2\SDSSJ134820.20+273220.4_15301-59314-0216_4603038886.dat,WDA,15,0
wd\SDSSJ090649.80+523410.8_15174-59252-0044_4360787815.dat,WDA,21,0
cb_uvex2\SDSSJ073953.16+204900.4_15195-59271-0233_4543082265.dat,WDA,22,0
cb_uvex2\SDSSJ122228.27+494141.1_15237-59256-0328_4351932048.dat,WDA,23,0
wd\SDSSJ115115.61+560015.6_15236-59351-0481_4359791692.dat,WDA,26,0
wd\SDSSJ020321.29-025749.1_15045-59169-0300_4375875479.dat,WDA,27,0
cb_uvex2\SDSSJ134907.51+013624.5_15201-59306-0337_4600219782.dat,WDA,28,0
cb_uvex2\SDSSJ001056.26+264416.6_15004-59165-0099_4402834498.dat,WDA,30,0
wd\SDSSJ111915.14+101833.8_15129-59217-0173_4594950266.dat,WDA,32,0
wd\SDSSJ081537.27+213919.1_15054-59232-0406_4546471574.dat,WDA,33,0
cb_uvex2\SDSSJ075446.64+364933.1_15020-59223-0183_4555259730.dat,WDA,35,0
wd\SDSSJ134213.13+141113.6_15298-59310-0011_4599915562.dat,WDA,36,0
wd\SDSSJ160534.09+275114.7_15274-59304-0150_5188074799.dat,WDA,37,0
wd\SDSSJ235314.82-001820.6_15035-59190-0470_4371193468.dat,WDA,38,0
cb_uvex2\SDSSJ004420.04+002125.6_15007-59187-0092_4399312093.dat,WDA,39,0
wd\SDSSJ090631.13+011527.6_15155-59256-0423_4592515003.dat,WDA,42,0
wd\SDSSJ113814.45+591722.2_15235-59254-0008_4359633361.dat,WDA,43,0
wd\SDSSJ085407.36+024335.9_15259-59292-0403_4545232323.dat,WDA,47,0
wd\SDSSJ113250.32+295949.2_15292-59339-0060_4597339069.dat,WDA,50,0
wd\SDSSJ134243.97-050354.8_15200-59246-0183_4589585815.dat,WDA,51,0
wd\SDSSJ072722.23+232817.2_15285-59276-0109_4543144419.dat,WDA,53,0
cb_uvex2\SDSSJ134454.43-064713.3_15200-59324-0361_4589320996.dat,WDA,54,0
wd\SDSSJ180645.31+124520.0_15346-59307-0354_5208891930.dat,WDA,57,0
cb_uvex2\SDSSJ080333.36+340955.9_15022-59165-0321_4555226548.dat,WDA,58,0
wd\SDSSJ161717.70+551925.4_15329-59343-0251_4346449833.dat,WDA,59,0
wd\SDSSJ191319.25+225546.1_15366-59357-0238_5296847131.dat,WDA,60,0
wd\SDSSJ083916.62+013012.2_15255-59279-0255_4545001635.dat,WDA,62,0
cb_uvex2\SDSSJ133712.45+402159.4_15299-59293-0141_4602962213.dat,WDA,63,0
cb_uvex2\SDSSJ135023.67+284408.0_15301-59338-0041_4603050928.dat,WDA,64,0
wd\SDSSJ142826.27+091543.0_15202-59250-0161_4600995115.dat,WDA,67,0
wd\SDSSJ092236.05+034208.4_15264-59310-0278_4592682291.dat,WDA,71,0
wd\SDSSJ083514.29+012845.1_15143-59205-0039_4544962800.dat,WDA,72,0
