filename,classID,sample_idx,cluster
wd\SDSSJ134317.85-054536.2_15200-59305-0415_4589580198.dat,WDA,48,1
wd\SDSSJ001043.54+253829.2_15004-59217-0333_4400717432.dat,WDA,120,1
wd\SDSSJ081509.14+392912.3_15026-59257-0126_4555538280.dat,WDA,352,1
wd\SDSSJ074816.60+292320.9_15019-59252-0424_4554575737.dat,WDA,425,1
wd\SDSSJ012458.25+152152.7_15010-59199-0144_4401110475.dat,WDA,467,1
wd\SDSSJ134326.28-045346.8_15200-59324-0060_4589588061.dat,WDA,512,1
wd\SDSSJ163022.87+671245.7_15368-59359-0302_4347420862.dat,WDA,741,1
wd\SDSSJ074059.13+380810.1_15017-59250-0399_4553889417.dat,WDA,831,1
wd\SDSSJ134317.85-054536.2_15200-59273-0481_4589580198.dat,WDA,871,1
wd\SDSSJ134326.28-045346.8_15200-59305-0354_4589588061.dat,WDA,1033,1
