filename,classID,sample_idx,cluster
wd\SDSSJ080659.13+341502.8_15023-59167-0121_4555231215.dat,WDA,5,2
wd\SDSSJ012352.79+143723.0_15010-59199-0393_4401099219.dat,WDA,9,2
wd\SDSSJ081537.27+213919.1_15054-59232-0406_4546471574.dat,WDA,33,2
wd\SDSSJ090631.13+011527.6_15155-59256-0423_4592515003.dat,WDA,42,2
wd\SDSSJ134317.85-054536.2_15200-59305-0415_4589580198.dat,WDA,48,2
wd\SDSSJ072722.23+232817.2_15285-59276-0109_4543144419.dat,WDA,53,2
wd\SDSSJ091942.34+021521.7_15264-59310-0330_4592637134.dat,WDA,55,2
wd\SDSSJ083916.62+013012.2_15255-59279-0255_4545001635.dat,WDA,62,2
wd\SDSSJ091855.54+025523.5_15263-59315-0282_4592672005.dat,WDA,68,2
wd\SDSSJ085318.22+002818.8_15166-59251-0484_4545162234.dat,WDA,77,2
wd\SDSSJ133140.46+145434.5_15298-59351-0027_4599898120.dat,WDA,79,2
wd\SDSSJ074817.68+305013.2_15018-59280-0328_4554600870.dat,WDA,82,2
wd\SDSSJ232135.46+230951.2_15036-59188-0441_4384332363.dat,WDA,86,2
wd\SDSSJ074803.71+300001.6_15019-59164-0143_4554582064.dat,WDA,94,2
wd\SDSSJ143443.54+035727.7_15306-59347-0433_4600785796.dat,WDA,101,2
wd\SDSSJ084817.31+043006.2_15258-59291-0100_4545218417.dat,WDA,109,2
wd\SDSSJ042552.69+370630.0_15223-59265-0049_4515623097.dat,WDA,112,2
wd\SDSSJ010327.76+850441.1_15350-59329-0350_4326204913.dat,WDA,116,2
wd\SDSSJ012352.79+143723.0_15010-59199-0393_4401099219.dat,WDA,119,2
wd\SDSSJ001043.54+253829.2_15004-59217-0333_4400717432.dat,WDA,120,2
wd\SDSSJ084443.14+042102.9_15258-59291-0152_4545113979.dat,WDA,134,2
wd\SDSSJ144200.46+041224.5_15306-59347-0073_4600823320.dat,WDA,143,2
cb_uvex2\SDSSJ085526.60-012454.9_15166-59251-0339_4492097062.dat,WDA,144,2
wd\SDSSJ185019.95+372724.5_15332-59305-0163_5368041970.dat,WDA,147,2
cb_uvex2\SDSSJ142835.86+362718.6_15305-59343-0117_4603866895.dat,WDA,148,2
wd\SDSSJ133533.82+151154.5_15298-59310-0286_4599921674.dat,WDA,165,2
wd\SDSSJ092826.68+044345.5_15265-59316-0284_4592717849.dat,WDA,166,2
cb_uvex2\SDSSJ003328.71-001610.1_15005-59167-0407_4374638477.dat,WDA,168,2
wd\SDSSJ073918.85+155035.0_15073-59186-0129_4542158178.dat,WDA,170,2
wd\SDSSJ093001.63-015626.6_15267-59308-0128_4570519715.dat,WDA,174,2
wd\SDSSJ112311.08+425830.5_15234-59280-0190_4597888818.dat,WDA,176,2
wd\SDSSJ080203.73+323320.6_15023-59167-0449_4554721963.dat,WDA,178,2
cb_uvex2\SDSSJ113211.22+280656.2_15293-59312-0206_4597302674.dat,WDA,180,2
wd\SDSSJ075109.93+282853.8_15019-59222-0237_4554378618.dat,WDA,183,2
wd\SDSSJ132149.64-124714.8_15199-59279-0154_4588980092.dat,WDA,184,2
wd\SDSSJ082856.74+335205.2_15057-59197-0292_4555596182.dat,WDA,195,2
