filename,classID,sample_idx,cluster
wd\SDSSJ015900.43-015221.4_15045-59169-0129_4375873228.dat,WDA,2,2
wd\SDSSJ080659.13+341502.8_15023-59167-0121_4555231215.dat,WDA,5,2
wd\SDSSJ160128.13+284504.3_15274-59304-0345_5188198971.dat,WDA,7,2
wd\SDSSJ012352.79+143723.0_15010-59199-0393_4401099219.dat,WDA,9,2
wd\SDSSJ130509.47+573102.1_15198-59269-0347_4351321133.dat,WDA,10,2
cb_uvex2\SDSSJ083255.51+045210.6_15256-59280-0017_4545065219.dat,WDA,16,2
wd\SDSSJ015657.87+004037.8_15013-59165-0403_4401495932.dat,WDA,17,2
cb_uvex2\SDSSJ075300.20+363442.3_15020-59200-0197_4555246446.dat,WDA,18,2
wd\SDSSJ155708.47+282335.8_15274-59329-0024_5188190884.dat,WDA,20,2
cb_uvex2\SDSSJ073953.16+204900.4_15195-59271-0233_4543082265.dat,WDA,22,2
wd\SDSSJ020321.29-025749.1_15045-59169-0300_4375875479.dat,WDA,27,2
cb_uvex2\SDSSJ134907.51+013624.5_15201-59306-0337_4600219782.dat,WDA,28,2
wd\SDSSJ073022.22+232852.0_15285-59276-0034_4543197670.dat,WDA,29,2
wd\SDSSJ111915.14+101833.8_15129-59217-0173_4594950266.dat,WDA,32,2
wd\SDSSJ081537.27+213919.1_15054-59232-0406_4546471574.dat,WDA,33,2
wd\SDSSJ134213.13+141113.6_15298-59310-0011_4599915562.dat,WDA,36,2
wd\SDSSJ160534.09+275114.7_15274-59304-0150_5188074799.dat,WDA,37,2
cb_uvex2\SDSSJ004420.04+002125.6_15007-59187-0092_4399312093.dat,WDA,39,2
wd\SDSSJ090631.13+011527.6_15155-59256-0423_4592515003.dat,WDA,42,2
wd\SDSSJ113814.45+591722.2_15235-59254-0008_4359633361.dat,WDA,43,2
wd\SDSSJ112457.28+271741.8_15293-59312-0035_4597239969.dat,WDA,45,2
wd\SDSSJ062237.02+162340.1_15228-59269-0387_4535580138.dat,WDA,49,2
wd\SDSSJ113250.32+295949.2_15292-59339-0060_4597339069.dat,WDA,50,2
wd\SDSSJ072722.23+232817.2_15285-59276-0109_4543144419.dat,WDA,53,2
cb_uvex2\SDSSJ134454.43-064713.3_15200-59324-0361_4589320996.dat,WDA,54,2
wd\SDSSJ091942.34+021521.7_15264-59310-0330_4592637134.dat,WDA,55,2
wd\SDSSJ160650.37+275309.0_15274-59304-0038_5188074580.dat,WDA,61,2
wd\SDSSJ003923.04+003534.7_15005-59193-0246_4399284904.dat,WDA,65,2
cb_uvex2\SDSSJ085032.59+023217.3_15165-59202-0368_4545158311.dat,WDA,66,2
