3565.956  4.29509e-17  1.00000e-02
3566.777  4.29403e-17  1.23041e-16
3567.599  2.50983e-16  1.00000e-02
3568.420  4.58923e-16  1.41728e-16
3569.243  2.95838e-16  1.31390e-16
3570.064  8.01152e-17  6.02392e-17
3570.887  2.59701e-16  6.19736e-17
3571.709  3.55571e-16  6.69469e-17
3572.531  2.88752e-16  6.46900e-17
3573.354  2.64328e-16  6.44271e-17
3574.176  2.91805e-16  5.43937e-17
3575.000  3.62393e-17  5.28967e-17
3575.823  4.58227e-16  5.89073e-17
3576.647  3.78348e-16  5.92323e-17
3577.470  2.13631e-16  5.52047e-17
3578.293  2.77524e-16  5.52381e-17
3579.118  1.91215e-16  5.63306e-17
3579.942  3.11768e-16  5.70682e-17
3580.767  1.77066e-16  5.60104e-17
3581.591  2.24356e-16  5.52927e-17
3582.417  2.94012e-16  5.52293e-17
3583.241  2.09458e-16  5.34126e-17
3584.065  1.44992e-16  5.29862e-17
3584.892  2.44682e-16  5.27756e-17
3585.717  3.46061e-16  5.24074e-17
3586.544  2.36155e-16  4.80812e-17
3587.369  2.13311e-16  4.77590e-17
3588.196  2.96424e-16  4.80330e-17
3589.021  2.18856e-16  4.86119e-17
3589.847  2.78198e-16  4.95045e-17
3590.675  2.80714e-16  5.07838e-17
3591.501  2.29156e-16  4.99594e-17
3592.330  2.69418e-16  5.12869e-17
3593.156  3.27365e-16  5.06417e-17
3593.985  2.44287e-16  4.96257e-17
3594.811  2.84508e-16  4.94224e-17
3595.638  2.15574e-16  4.87207e-17
3596.468  1.80753e-16  4.76053e-17
3597.295  2.58541e-16  5.04796e-17
3598.124  3.54013e-16  5.15009e-17
3598.952  2.97863e-16  5.60361e-17
3599.782  1.40012e-16  5.54467e-17
3600.610  3.97191e-16  5.17604e-17
3601.440  2.07529e-16  4.88010e-17
3602.269  1.17474e-16  4.59288e-17
3603.098  3.29293e-16  4.73940e-17
3603.928  2.53373e-16  4.58334e-17
3604.757  2.22551e-16  4.50719e-17
3605.589  3.23709e-16  4.49579e-17
3606.418  2.14881e-16  4.38581e-17
3607.250  1.46740e-16  4.24712e-17
3608.080  2.50874e-16  4.35235e-17
3608.910  2.82269e-16  4.33776e-17
3609.742  2.18207e-16  4.25729e-17
3610.572  2.93052e-16  4.26964e-17
3611.405  2.41230e-16  4.29768e-17
3612.236  2.16686e-16  4.30654e-17
3613.069  2.87030e-16  4.44350e-17
3613.900  2.61859e-16  4.25314e-17
3614.732  2.00371e-16  4.24769e-17
3615.565  3.08898e-16  4.40826e-17
3616.397  1.81923e-16  4.32648e-17
3617.231  1.31686e-16  4.11926e-17
3618.063  2.32055e-16  4.05103e-17
3618.898  1.67971e-16  3.87202e-17
3619.730  2.39896e-16  3.87248e-17
3620.563  2.38263e-16  4.07430e-17
3621.398  2.84142e-16  4.11339e-17
3622.231  3.02089e-16  4.30092e-17
3623.066  2.55203e-16  4.24464e-17
3623.900  2.60104e-16  4.26255e-17
3624.735  3.30512e-16  4.27727e-17
3625.569  1.88530e-16  4.18021e-17
3626.403  2.84137e-16  4.41486e-17
3627.240  2.62067e-16  4.30442e-17
3628.074  1.45534e-16  4.22061e-17
3628.911  3.31903e-16  4.17458e-17
3629.745  1.37833e-16  3.95939e-17
3630.582  1.86893e-16  3.76643e-17
3631.417  2.44871e-16  3.77748e-17
3632.253  2.41862e-16  3.64935e-17
3633.091  2.16942e-16  3.66920e-17
3633.927  1.90264e-16  3.77382e-17
3634.765  2.36544e-16  3.85022e-17
3635.601  2.28313e-16  3.87915e-17
3636.439  2.76267e-16  3.94465e-17
3637.276  3.10647e-16  4.10017e-17
3638.113  2.86105e-16  4.03414e-17
3638.952  2.60658e-16  3.99347e-17
3639.789  2.17286e-16  3.96023e-17
3640.628  2.20695e-16  3.83443e-17
3641.466  2.01444e-16  3.84344e-17
3642.305  2.26323e-16  3.78745e-17
3643.143  2.57917e-16  3.80038e-17
3643.981  1.96268e-16  3.68952e-17
3644.822  2.32398e-16  3.67183e-17
3645.660  2.08654e-16  3.62827e-17
3646.501  2.11917e-16  3.60298e-17
3647.340  2.42959e-16  3.56498e-17
3648.181  2.58676e-16  3.63488e-17
3649.020  2.53365e-16  3.62391e-17
3649.860  2.51472e-16  3.60946e-17
3650.701  1.89889e-16  3.55746e-17
3651.541  2.38530e-16  3.64547e-17
3652.383  2.24864e-16  3.64307e-17
3653.223  1.90547e-16  3.55861e-17
3654.066  3.18828e-16  3.67162e-17
3654.907  1.84448e-16  3.58099e-17
3655.748  2.46857e-16  3.53946e-17
3656.591  2.45382e-16  3.54391e-17
3657.432  2.04702e-16  3.47348e-17
3658.275  2.18834e-16  3.50623e-17
3659.117  2.47982e-16  3.62351e-17
3659.961  2.59932e-16  3.57082e-17
3660.802  1.60878e-16  3.36462e-17
3661.645  1.73189e-16  3.36602e-17
3662.489  2.57125e-16  3.47863e-17
3663.332  2.67165e-16  3.46295e-17
3664.176  1.93392e-16  3.30966e-17
3665.019  2.22549e-16  3.32719e-17
3665.865  2.26322e-16  3.36864e-17
3666.708  2.13060e-16  3.35512e-17
3667.553  2.09713e-16  3.29073e-17
3668.397  2.13076e-16  3.24077e-17
3669.241  2.09424e-16  3.22263e-17
3670.087  2.16326e-16  3.22250e-17
3670.931  1.93545e-16  3.20657e-17
3671.778  1.83514e-16  3.14113e-17
3672.623  2.07484e-16  3.24378e-17
3673.469  2.35987e-16  3.22011e-17
3674.314  2.33266e-16  3.22263e-17
3675.160  2.41365e-16  3.18405e-17
3676.007  2.59066e-16  3.17010e-17
3676.853  2.50272e-16  3.12341e-17
3677.701  2.39691e-16  3.02655e-17
3678.547  2.44280e-16  3.04016e-17
3679.396  2.41046e-16  2.95656e-17
3680.242  2.18076e-16  2.87506e-17
3681.089  2.00359e-16  2.86735e-17
3681.938  2.26583e-16  2.92680e-17
3682.784  2.13897e-16  2.94359e-17
3683.634  1.66402e-16  2.87908e-17
3684.481  1.85321e-16  2.84493e-17
3685.331  2.04457e-16  2.87609e-17
3686.179  1.71717e-16  2.77283e-17
3687.027  1.88215e-16  2.74869e-17
3687.877  2.11159e-16  2.77091e-17
3688.725  1.86237e-16  2.73242e-17
3689.576  1.69192e-16  2.77499e-17
3690.425  2.54499e-16  3.00731e-17
3691.276  2.27043e-16  3.08342e-17
3692.125  2.28738e-16  3.06582e-17
3692.975  2.21760e-16  3.00069e-17
3693.826  1.90832e-16  2.86049e-17
3694.676  2.27887e-16  2.94236e-17
3695.528  2.70305e-16  3.02648e-17
3696.378  1.73263e-16  2.83957e-17
3697.230  1.88712e-16  2.84982e-17
3698.081  2.10359e-16  2.88122e-17
3698.932  1.61115e-16  2.87162e-17
3699.785  1.69036e-16  2.85824e-17
3700.636  2.11017e-16  2.91750e-17
3701.490  1.99627e-16  2.86307e-17
3702.341  1.90570e-16  2.82130e-17
3703.195  1.91205e-16  2.79655e-17
3704.047  2.09991e-16  2.74180e-17
3704.899  2.36237e-16  2.72139e-17
3705.753  1.57746e-16  2.52269e-17
3706.606  2.17507e-16  2.62332e-17
3707.460  2.30757e-16  2.65270e-17
3708.313  2.31451e-16  2.65385e-17
3709.169  2.29582e-16  2.61418e-17
3710.022  1.57384e-16  2.52173e-17
3710.875  1.90741e-16  2.64646e-17
3711.731  1.66190e-16  2.69940e-17
