filename,classID,sample_idx,cluster
wd\SDSSJ073543.99+301516.4_15016-59146-0226_4551539592.dat,WDA,85,1
wd\SDSSJ025201.02+004544.4_15049-59193-0048_4401938778.dat,WDA,90,1
wd\SDSSJ073543.99+301516.4_15016-59276-0224_4551539592.dat,WDA,186,1
wd\SDSSJ141557.84+623046.4_15303-59280-0019_4349238045.dat,WDA,264,1
wd\SDSSJ003719.14+003138.1_15005-59167-0271_4399282965.dat,WDA,405,1
wd\SDSSJ080847.05+204958.4_15052-59229-0117_4546435956.dat,WDA,473,1
wd\SDSSJ073543.99+301516.4_15016-59219-0086_4551539592.dat,WDA,475,1
wd\SDSSJ081255.12+253246.1_15053-59230-0259_4554513043.dat,WDA,574,1
wd\SDSSJ084836.07+015222.5_15146-59226-0188_4545146200.dat,WDA,603,1
wd\SDSSJ143838.62+350935.7_15327-59326-0209_4603878179.dat,WDA,615,1
wd\SDSSJ085503.63+512626.6_15174-59232-0318_4360811925.dat,WDA,633,1
wd\SDSSJ080357.27+334138.3_15023-59167-0140_4555215616.dat,WDA,659,1
wd\SDSSJ004020.61+245433.2_15006-59227-0302_4400903623.dat,WDA,709,1
wd\SDSSJ081754.08+370959.5_15055-59230-0064_4555500217.dat,WDA,715,1
wd\SDSSJ073806.82+294722.8_15016-59276-0179_4551541253.dat,WDA,800,1
wd\SDSSJ073743.39+283426.0_15016-59193-0141_4551091848.dat,WDA,851,1
wd\SDSSJ092547.59+042248.6_15265-59292-0144_4592711271.dat,WDA,858,1
wd\SDSSJ141353.22+542038.6_15304-59281-0244_4350971247.dat,WDA,936,1
wd\SDSSJ143838.62+350935.7_15327-59326-0209_4603878179.dat,WDA,955,1
wd\SDSSJ063806.05+041715.9_15122-59238-0466_4524756576.dat,WDA,971,1
wd\SDSSJ081323.22+242033.9_15053-59230-0267_4554467323.dat,WDA,988,1
wd\SDSSJ121506.30+492255.3_15238-59257-0212_4351945206.dat,WDA,1058,1
