filename,classID,sample_idx,cluster
cb_uvex2\SDSSJ075300.20+363442.3_15020-59200-0197_4555246446.dat,WDA,18,2
wd\SDSSJ073022.22+232852.0_15285-59276-0034_4543197670.dat,WDA,29,2
wd\SDSSJ092838.11+035839.3_15266-59306-0075_4592708135.dat,WDA,44,2
wd\SDSSJ134317.85-054536.2_15200-59305-0415_4589580198.dat,WDA,48,2
wd\SDSSJ083022.89+272244.3_15058-59195-0286_4555024458.dat,WDA,102,2
wd\SDSSJ001043.54+253829.2_15004-59217-0333_4400717432.dat,WDA,120,2
wd\SDSSJ065502.11-051635.4_15282-59275-0192_4471950390.dat,WDA,121,2
wd\SDSSJ085308.97-001605.4_15164-59200-0492_4492112403.dat,WDA,138,2
cb_uvex2\SDSSJ164000.78+403810.3_15309-59312-0077_5191897328.dat,WDA,198,2
wd\SDSSJ121704.09+520256.4_15237-59291-0451_4351905098.dat,WDA,213,2
wd\SDSSJ160301.37+265442.3_15274-59304-0251_5188056111.dat,WDA,224,2
wd\SDSSJ152101.46+565718.3_15307-59344-0064_4346726021.dat,WDA,270,2
wd\SDSSJ163944.63+383346.7_15309-59354-0261_5191718549.dat,WDA,275,2
wd\SDSSJ081509.14+392912.3_15026-59257-0126_4555538280.dat,WDA,352,2
cb_gaiagalex\SDSSJ162310.49+425831.1_15308-59351-0436_4346147130.dat,WDA,384,2
cb_uvex2\SDSSJ132915.70+480655.1_15297-59347-0065_4351692072.dat,WDA,385,2
wd\SDSSJ074816.60+292320.9_15019-59252-0424_4554575737.dat,WDA,425,2
wd\SDSSJ081532.19+215840.3_15054-59232-0443_4546473790.dat,WDA,436,2
wd\SDSSJ085308.97-001605.4_15164-59200-0492_4492112403.dat,WDA,447,2
wd\SDSSJ090609.91+041931.3_15262-59308-0462_4592580180.dat,WDA,448,2
wd\SDSSJ223710.10+394048.5_15082-59215-0131_4397039831.dat,WDA,458,2
wd\SDSSJ161833.80+540012.1_15330-59324-0451_4346352466.dat,WDA,478,2
wd\SDSSJ162131.90+635118.2_15347-59301-0381_4347450245.dat,WDA,482,2
wd\SDSSJ134326.28-045346.8_15200-59324-0060_4589588061.dat,WDA,512,2
cb_uvex2\SDSSJ085206.20-013952.6_15164-59200-0351_4492063878.dat,WDA,526,2
wd\SDSSJ142646.85+091656.7_15202-59309-0213_4600695326.dat,WDA,552,2
cb_uvex2\SDSSJ025202.46-010515.9_15049-59193-0498_4376210625.dat,WDA,554,2
wd\SDSSJ074419.83+302202.9_15018-59164-0425_4551564230.dat,WDA,580,2
wd\SDSSJ144633.47+415046.7_15357-59336-0378_4350700248.dat,WDA,605,2
wd\SDSSJ073524.12+162622.6_15073-59212-0245_4542153336.dat,WDA,609,2
cb_uvex2\SDSSJ085052.21+034443.8_15258-59291-0031_4545212787.dat,WDA,611,2
wd\SDSSJ081726.29+254736.7_15053-59230-0447_4554526059.dat,WDA,668,2
wd\SDSSJ061631.56+412526.2_15197-59245-0436_4552852438.dat,WDA,699,2
wd\SDSSJ083022.89+272244.3_15058-59195-0286_4555024458.dat,WDA,731,2
wd\SDSSJ021727.44-023425.8_15047-59230-0341_4375944122.dat,WDA,801,2
wd\SDSSJ163312.16+662710.6_15368-59359-0074_4347417848.dat,WDA,827,2
wd\SDSSJ074059.13+380810.1_15017-59250-0399_4553889417.dat,WDA,831,2
wd\SDSSJ184805.28+363321.2_15332-59305-0478_5367916350.dat,WDA,833,2
wd\SDSSJ134317.85-054536.2_15200-59273-0481_4589580198.dat,WDA,871,2
cb_uvex2\SDSSJ162600.42+443523.3_15308-59312-0257_4346124373.dat,WDA,876,2
cb_uvex2\SDSSJ083317.76+025015.9_15255-59279-0106_4545036302.dat,WDA,901,2
wd\SDSSJ133514.49+505012.5_15300-59351-0384_4351207958.dat,WDA,913,2
cb_uvex2\SDSSJ225545.11+181328.8_15028-59197-0412_4383199105.dat,WDA,919,2
wd\SDSSJ063257.80-050549.7_15279-59302-0246_4471355863.dat,WDA,937,2
wd\SDSSJ052651.44+333250.5_15112-59238-0403_4513592886.dat,WDA,1009,2
wd\SDSSJ134956.19+024309.3_15201-59328-0300_4600224987.dat,WDA,1017,2
wd\SDSSJ152422.18+073351.2_15272-59305-0459_5170322529.dat,WDA,1026,2
wd\SDSSJ141317.76+542341.6_15304-59312-0028_4350971300.dat,WDA,1029,2
wd\SDSSJ134326.28-045346.8_15200-59305-0354_4589588061.dat,WDA,1033,2
wd\SDSSJ090112.43+025244.5_15260-59304-0324_4592558650.dat,WDA,1047,2
wd\SDSSJ084606.23+012120.1_15165-59202-0189_4545141767.dat,WDA,1051,2
wd\SDSSJ065034.55-050156.2_15282-59275-0498_4472106843.dat,WDA,1091,2
